URL,Title,Image,Keywords,Description
https://www.brooklynmuseum.org/eascfa/video/videos/insider-art-recent-curatorial-approaches-to-self-taught-art,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/intimate-transgressions-the-act-of-doing,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/jennifer-cody-epstein-the-painter-from-shanghai,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/joan-mitchell-lady-painter,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/joyce-kozloff,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/judy-chicago-a-butterfly-for-brooklyn,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/judy-chicago-early-work,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/judy-chicago-with-elizabeth-sackler-changing-institutions,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/kiki-smith-sojourn,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/lady-at-the-o-k-corral-mdash-the-true-story-of-josephine-marcus-earp,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/lee-krasner-a-life,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/linking-generations-of-women-gray-panthers-1970-ndash-2010,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/margaret-sanger-s-legacy-and-leadership-lessons-for-today,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/mariette-pathy-allen,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/mass-incarcerations-impact-on-black-and-latino-women-children,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/men-and-feminism,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/mothers-of-bedford,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/native-american-women-artists-of-the-plains,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/nayland-blake,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/nobodys-bizness-if-i-do-henrietta-bingham-jazz-hound-bloomsbury-muse-and-queer-culture-vixen,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/obama-one-year-after,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/polly-apfelbaum,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/pray-the-devil-back-to-hell-q-a-with-film-director-gini-reticker,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/prison-baby-deborah-jiang-stein-with-gloria-steinem,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/prison-women-and-change-a-conversation-with-nkechi-taifa-and-susan-rosenberg,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/reasoning-from-race-feminism-law-and-the-civil-rights-revolution,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/redstockings-riot-grrls-and-right-now-three-generations-of-feminism-in-conversation,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/reflections-on-ten-years-of-the-bard-prison-initiative,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/rusty-kanokogi-the-mother-of-women-s-judo,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/salander-blomkvist-challenging-stereotypes,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/sasha-and-emma-the-anarchist-odyssey-of-alexander-berkman-and-emma-goldman,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/sentenced-to-change-with-piper-kerman,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/sex-trafficking-and-the-new-abolitionists,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/siri-hustvedts-the-blazing-world,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/speak-out-women-s-visions-for-the-nation-what-s-it-going-to-take,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/splc-the-esperanza-project-present-the-price-farmworker-women-pay-to-feed-us,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/suzanne-opton,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/the-american-hero-and-the-american-dream-reflections-on-our-contemporary-political-narrative,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/the-art-of-activism-women-civil-rights-leaders-tell-their-stories,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/the-future-is-history-feminist-legacies-in-contemporary-art,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/the-inspiration-of-activism-in-art,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/the-market-women-artists-from-collection-to-cultural-record,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/the-role-of-culture-in-social-change,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/the-war-on-drugs-on-screen-and-off,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/three-south-african-artists-three-aspects-of-south-african-feminism,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/through-the-eye-of-the-needle-the-art-of-esther-nisenthal-krinitz,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/touching-humanity-creativity-and-transformation,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/tracey-moffatt,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/unshackled-women-speak-out-on-mass-incarceration-and-reproductive-justice,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/ward-shelley,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/what-is-feminist-art,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/what-will-be-different-a-conversation-on-women-who-are-incarcerated-in-a-changing-america-1,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/whats-age-got-to-do-with-it-incarcerating-children-and-the-elderly,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/witness-to-the-revolution-with-clara-bingham,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/women-and-gender-in-jewish-thought-and-art,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/women-and-the-american-civil-war,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/women-in-jamaican-prison-local-and-global-implications,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/women-moving-millions-funding-a-revolution,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/women-shaping-our-world-gender-architecture-and-space,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/video/videos/yes-they-did-a-celebration-of-women-who-dared,Elizabeth A. Sackler Center,,,
https://www.brooklynmuseum.org/eascfa/women_in_arts,Women in the Arts,,,
https://www.brooklynmuseum.org/education,Education,https://d1lfxha3ugu3d4.cloudfront.net/education/images/Gallery_Studio_Program_Expressively_Drawn_Anatomy_20160714_DIG_15_Brittney_Najar_1440x361.jpg,,"Education
During this unprecedented time, we continue to offer digital resources and online programs. See what’s coming up, including virtual events and programs. And make sure to check out our K–12 online learning resources.
We gratefully acknowledge the individuals, foundations, corporations, and public agencies whose support makes our Education programs possible.

Families
Explore, make, and enjoy art with these programs and resources for young people and families.

Teens
Join our community of teen artists, apprentices, and interns, and make a difference by engaging with the arts.

Adults and Academic
We have exciting year-round programs and other opportunities for adults with diverse interests, schedules, needs, and learning styles. There’s something for everyone.

Visitors with Disabilities
We offer resources and special programming for individuals with memory loss, those who are blind or partially sighted, and other adults and students with disabilities.

K–12
Explore on your own with your class, or reserve a guided visit packed with Common Core skill-building. K–12 teachers use our collections and exhibitions to integrate visual arts and object-based learning into the classroom.

Art Classes
Fun and appealing art courses for families, children, teens, and adults.

Camps
Participate in great camps during summer, winter, and more!
"
https://www.brooklynmuseum.org/education/access,Visitors with Disabilities,https://d1lfxha3ugu3d4.cloudfront.net/education/images/Access_Programs_Memory_Arts_Cafe_20130525_DIG_16_Carole_DeBeer_photograph_1440x360_banner.jpg,,"Visitors with Disabilities
We’re committed to making our galleries and facilities accessible to everyone.
Admission: Suggested admission for self-guided visitors with disabilities is $10, with free admission for their care partner.
Wheelchairs: The building and grounds, including parking, are wheelchair accessible. The Eastern Parkway/Brooklyn Museum 2/3 subway station is a wheelchair accessible station. Wheelchairs are available for those who need them. Please ask a staff member when you arrive.
Imagine Your Visit: Explore the Museum using our social narrative, and view or download our Service Animal Policy.
Membership: Visitors with disabilities save $10 on Individual and Dual Memberships, our most popular Membership levels. Mail or fax our Membership application or call us at 718.501.6326.
Register today for our programs designed for visitors with disabilities:
Brooklyn Afternoons, a special program of art and conversation for individuals with memory loss
ASL Tours for adults who are d/Deaf
Verbal Description and Touch Tours for adults who are blind or have low vision
For program dates and more, see our calendar of upcoming events.
Questions about our services? Email us at access@brooklynmuseum.org.
"
https://www.brooklynmuseum.org/education/adults,Adults and Academic,https://d1lfxha3ugu3d4.cloudfront.net/education/images/First_Saturday_20131102_DIG_38_Debra_Reyes_photo_1440x360_banner.jpg,,"Adults and Academic
Explore art classes for adults and opportunities to get involved.

Museum Education Fellowship Program
For college graduates interested in an in-depth introduction to the field while designing and facilitating interpretive programs for diverse audiences.

Tours for Graduate and Undergraduate Groups
These seminar-style sessions are designed for college and university students.

A.R.T. (Art, Research, and Teaching) Guide Program
Lead courageous conversations as a volunteer through the A.R.T. Guide Program.

Paid Internships
Join a dynamic group of other emerging arts professionals to re-envision the future of museums while gaining workplace skills through hands-on, real-world projects.

Adult Literacy
A variety of programs and partnerships for community organizations, libraries, and educators who host adult literacy and language-learning programs, and for speakers of languages other than English.
"
https://www.brooklynmuseum.org/education/adults/academic,Tours for Graduate and Undergraduate,,,"Tours for Graduate and Undergraduate Groups
Plan an academic tour of our renowned collections or special exhibitions. These seminar-style sessions are specifically designed for college and university students—both undergraduate and graduate—and use objected-based inquiry, tested strategies in critical thinking, and close-looking to create new learning opportunities, whether you are teaching Introduction to Art History or Criminal Law.
See below for a full list of guided tour options. (In addition to our educator-led tours, we welcome you and your college or university students to explore our galleries independently on a self-guided visit.)
VIEW PRICES AND REQUEST A GUIDED TOUR
We recommend registering at least three weeks in advance. We will reply to your request within two weeks.
COLLECTION TOURS
Arts of Africa Our Arts of Africa collection is currently undergoing conservation.
Arts of Ancient Egypt See how the artworks of ancient Egypt reflect its geography, beliefs, and sociopolitical systems.
Arts of the Ancient World Interpret and analyze artifacts to compare the social and cultural values, beliefs, and traditions of ancient Egypt, Assyria, and Asia.
Arts of North, Central, and South America Learn about the historical and contemporary practices of indigenous artists across the Americas, and how their works of art intersect with technology, history, and beliefs.
Arts of Korea Examine what makes our pioneering collection of Korean art one of the most important in the United States.
Arts of the United States The history of the United States encompasses many groups of people including Native Americans, enslaved Africans, and European colonizers and immigrants, as well as their descendants. Delve into this complex history as told through paintings and decorative arts in our American Art galleries.
Curatorial Choices Investigate the curatorial choices in our American and European galleries that expand the canon and challenge dominant narratives.
The Dinner Party by Judy Chicago Explore the legacy and impact of Judy Chicago’s seminal work The Dinner Party (1974–79) within both feminist art and women’s movements, past and present.
SPECIAL EXHIBITION TOURS
Tour one of our dynamic and thought-provoking special exhibitions with a museum educator.
THEMATIC TOURS
Activism and Art: Social Movements Discover how artists are influenced by and contribute to social movements like civil rights, feminism, environmentalism, and more.
Activism and Art: Constructing Identity Consider how the concept of identity is expressed, constructed, and translated through works of art from around the world.
Art and the Environment Explore the ways in which artists draw on natural and urban environments to dialogue with issues of industrialization, globalization, and place.
Art and Writing Investigate the creative and critical aspects of art and writing to address their descriptive, reflective, and analytical possibilities, or consider ways that writing has been used as a visual and narrative art form across cultures and centuries.
Careers in Art Museums Analyze our exhibitions through the lens of the multiple professional roles that contribute to their execution.
Expanding Narratives Participate in in-depth conversations about objects in our collection that challenge mainstream narratives about a variety of issues.
Feminisms Critically investigate exhibitions and works of art through the lens of feminist critique.
Methods of Inquiry in an Art Museum Experience different methods for observing, analyzing, and interpreting works of art and connect these approaches to methodologies across disciplines.
CUSTOM TOURSWant to create a specially themed tour for your students? Whether you are teaching Women’s History or Museum Studies, we’re happy to work with you one-on-one to develop a customized tour that meets your academic goals.
"
https://www.brooklynmuseum.org/education/adults/adult_literacy,Adult Literacy,,,"Adult Literacy
We are proud to offer a variety of virtual programs and partnerships for community organizations, libraries, and educators who host adult literacy and language-learning programs, and for speakers of languages other than English. All programs are free unless otherwise noted. NOTE: Because of COVID-19, we are currently only offering virtual visits and partnerships.
Practice Your Language SkillsWe Speak ArtJoin fellow English language learners and practice your conversational English skills with a discussion inspired by a work of art. All levels of English proficiency are welcome.
Hablemos de ArteÚnase a nosotros para una conversación informal inspirada en una obra de arte y practique su Español mientras intercambia ideas con otros participantes. Todos los niveles de dominio del español son bienvenidos.
For Adult-Literacy ProvidersOur opportunities for adult-literacy providers are geared toward supporting your adult learners, whether in an ESOL, Adult Basic Education (ABE), pre-High School Equivalency (pre-HSE), or High School Equivalency (HSE) class. Discover new connections across disciplines and deepen student engagement with your curricula through object-based teaching. Close-reading and analysis of artworks promotes skills needed by adult-literacy students, including persuasive language, deductive reasoning, and the acquisition of descriptive and metaphorical language. Some of the institutions we’ve partnered with include the Brooklyn Public Library, Literacy Assistance Center, and NYU Langone.
Single-class visits can be tailored to your specific class topics and goals, providing a forum for students to be introduced to a new idea, apply concepts that they have already started to master, or develop new skills through facilitated dialogue. Alternatively, partnerships that incorporate Museum resources throughout the semester allow for in-depth and sustained engagement that can support longer term goals. To arrange a visit with your ABE, pre-HSE, HSE, or ESOL class, or to start planning a partnership program, please fill out our form. Or feel free to contact us at adult.learning@brooklynmuseum.org.
"
https://www.brooklynmuseum.org/education/adults/education_fellowship,Education Fellowship Program,,,
https://www.brooklynmuseum.org/education/adults/education_fellowship_faq,Education Fellowship FAQ,,,
https://www.brooklynmuseum.org/education/adults/internships,Paid Internships,,,
https://www.brooklynmuseum.org/education/adults/museum_guides,"A.R.T. (Art, Research, and",,,
https://www.brooklynmuseum.org/education/art_classes,Art Classes,,,
https://www.brooklynmuseum.org/education/art_classes/adult,Adults: Gallery/Studio Program,,,
https://www.brooklynmuseum.org/education/art_classes/family_art_magic,F.A.M. (Family Art Magic),,,
https://www.brooklynmuseum.org/education/art_classes/meet_museum,Meet the Museum,,,
https://www.brooklynmuseum.org/education/art_classes/stroller_tours,Stroller Tours,,,
https://www.brooklynmuseum.org/education/art_classes/teen,Teens: Gallery/Studio Program,,,
https://www.brooklynmuseum.org/education/art_classes/youth,Youth: Gallery/Studio Program,,,
https://www.brooklynmuseum.org/education/camps,Brooklyn Museum: Camps,,,
https://www.brooklynmuseum.org/education/camps/bcap,Cultural Adventures Program,,,
https://www.brooklynmuseum.org/education/camps/day-camp-visits,Day Camp Visits,,,
https://www.brooklynmuseum.org/education/camps/health,Summer and Winter Camp: COVID,,,
https://www.brooklynmuseum.org/education/camps/summer_camp,Summer Camp,,,
https://www.brooklynmuseum.org/education/camps/winter_camp,Winter Camp: Fantissime,,,
https://www.brooklynmuseum.org/education/k_12,Brooklyn Museum: K–12,,,
https://www.brooklynmuseum.org/education/k_12/artxchange,ArtXchange,,,
https://www.brooklynmuseum.org/education/k_12/educator_led_lessons_k-12,Guided Visit Themes for K–12,,,
https://www.brooklynmuseum.org/education/k_12/guided_visit,Guided Visits for K–12,,,
https://www.brooklynmuseum.org/education/k_12/partnership,Partnership Programs,,,
https://www.brooklynmuseum.org/education/k_12/self_visit,Self-Guided Gallery Visits,,,
https://www.brooklynmuseum.org/education/k_12/teacher_institute,Teacher Institute,,,
https://www.brooklynmuseum.org/education/k_12/teacher_resources,K–12 Online Learning Resources,,,
https://www.brooklynmuseum.org/education/k_12/visit_info,Book a Visit,,,
https://www.brooklynmuseum.org/education/supporters,Supporters,,,
https://www.brooklynmuseum.org/education/teens,Brooklyn Museum: Teens,,,
https://www.brooklynmuseum.org/education/teens/creative_practice,Creative Practice,,,
https://www.brooklynmuseum.org/education/teens/lgbtq,InterseXtions: Gender & Sexuality,,,
https://www.brooklynmuseum.org/education/teens/museum-apprentices,Apprentice Program,,,
https://www.brooklynmuseum.org/education/teens/teen_events,Teen Public Programs,,,
https://www.brooklynmuseum.org/education/teens/teen_planning,Teen Night Planning Committee,,,
https://www.brooklynmuseum.org/education/youth-and-families,Brooklyn Museum: Families,,,
https://www.brooklynmuseum.org/education/youth-and-families/birthday_parties,Birthday Parties,,,
https://www.brooklynmuseum.org/education/youth-and-families/hands_on_art,Hands-On Art,,,
https://www.brooklynmuseum.org/education/youth-and-families/sunday_art,Sunday Art,,,
https://www.brooklynmuseum.org/education/youth-and-families/tips_for_families,Tips for Families,,,
https://www.brooklynmuseum.org/education/youth-and-families/virtual_resources,Virtual Resources,,,
https://www.brooklynmuseum.org/exhibitions,Exhibitions,,,
https://www.brooklynmuseum.org/exhibitions/14_stations,14 Stations: Photographed,,,
https://www.brooklynmuseum.org/exhibitions/19th_century_modern,19th-Century Modern,,,
https://www.brooklynmuseum.org/exhibitions/21_selections,21: Selections of Contemporary,,,
https://www.brooklynmuseum.org/exhibitions/a_movement_in_every_direction,A Movement in Every Direction,,,
https://www.brooklynmuseum.org/exhibitions/about_time,About Time: 700 Years of European,,,
https://www.brooklynmuseum.org/exhibitions/aesthetic_ambitions,Aesthetic Ambitions: Edward,,,
https://www.brooklynmuseum.org/exhibitions/african_arts_global_conversations,African Arts&mdash;Global,,,
https://www.brooklynmuseum.org/exhibitions/african_innovations,African Innovations,,,
https://www.brooklynmuseum.org/exhibitions/agitprop,Agitprop!,,,
https://www.brooklynmuseum.org/exhibitions/ahmed_mater,Ahmed Mater: Mecca Journeys,,,
https://www.brooklynmuseum.org/exhibitions/ai_weiwei,Ai Weiwei: According to What?,,,
https://www.brooklynmuseum.org/exhibitions/ai_weiwei_lego_collection_point,Ai Weiwei: LEGO Collection,,,
https://www.brooklynmuseum.org/exhibitions/alexis_rockman,Alexis Rockman: Manifest Destiny,,,
https://www.brooklynmuseum.org/exhibitions/american_art,American Art,,,
https://www.brooklynmuseum.org/exhibitions/american_art_1,American Art,,,
https://www.brooklynmuseum.org/exhibitions/american_high_style,American High Style: Fashioning,,,
https://www.brooklynmuseum.org/exhibitions/ancient_egyptian_art,Ancient Egyptian Art,,,
https://www.brooklynmuseum.org/exhibitions/ancient_egyptian_magic,Magic in Ancient Egypt: Image,,,
https://www.brooklynmuseum.org/exhibitions/andy_warhol,Andy Warhol: The Last Decade,,,
https://www.brooklynmuseum.org/exhibitions/andy_warhol_revelation,Andy Warhol: Revelation,,,
https://www.brooklynmuseum.org/exhibitions/annie_leibovitz,Annie Leibovitz: A Photographer’s,,,
https://www.brooklynmuseum.org/exhibitions/arctic_ice_project,Tavares Strachan: The Distance,,,
https://www.brooklynmuseum.org/exhibitions/art_smith,From the Village to Vogue,,,
https://www.brooklynmuseum.org/exhibitions/arts_asia,Arts of Asia,,,
https://www.brooklynmuseum.org/exhibitions/arts_of_islamic_world,Arts of the Islamic World,,,
https://www.brooklynmuseum.org/exhibitions/arts_of_korea,Arts of Korea,,,
https://www.brooklynmuseum.org/exhibitions/assyrian_reliefs,Assyrian Art,,,
https://www.brooklynmuseum.org/exhibitions/barye,Barye,,,
https://www.brooklynmuseum.org/exhibitions/baseera_khan,Baseera Khan: I Am an Archive,,,
https://www.brooklynmuseum.org/exhibitions/basquiat,Brooklyn Museum: Basquiat,,,
https://www.brooklynmuseum.org/exhibitions/basquiat_notebooks,Basquiat: The Unknown Notebooks,,,
https://www.brooklynmuseum.org/exhibitions/behind_closed_doors,Behind Closed Doors: Art in,,,
https://www.brooklynmuseum.org/exhibitions/beverly_buchanan_ruins_rituals,Beverly Buchanan&mdash;Ruins,,,
https://www.brooklynmuseum.org/exhibitions/black_list_project,Black List Project: Timothy,,,
https://www.brooklynmuseum.org/exhibitions/body_parts,Body Parts: Ancient Egyptian,,,
https://www.brooklynmuseum.org/exhibitions/brooklyn_abstraction,Abstraction: Four Artists,,,
https://www.brooklynmuseum.org/exhibitions/bruce_high_quality,Bruce High Quality Foundation,,,
https://www.brooklynmuseum.org/exhibitions/brushed_with_light,Brushed with Light: American,,,
https://www.brooklynmuseum.org/exhibitions/burning_down_the_house,Burning Down the House: Building,,,
https://www.brooklynmuseum.org/exhibitions/caillebotte,Caillebotte: Impressionist,,,
https://www.brooklynmuseum.org/exhibitions/carrie_mae_weems,Carrie Mae Weems: RESIST COVID,,,
https://www.brooklynmuseum.org/exhibitions/catron_outlaw,Jen Catron and Paul Outlaw,,,
https://www.brooklynmuseum.org/exhibitions/cecilia_vicuna,Cecilia Vicuña: Disappeared,,,
https://www.brooklynmuseum.org/exhibitions/chicago_feminist_pedagogy,Judy Chicago’s Feminist,,,
https://www.brooklynmuseum.org/exhibitions/chitra_ganesh,Chitra Ganesh: Eyes of Time,,,
https://www.brooklynmuseum.org/exhibitions/christian_dior,Christian Dior: Designer of,,,
https://www.brooklynmuseum.org/exhibitions/click,Click! A Crowd-Curated Exhibition,,,
https://www.brooklynmuseum.org/exhibitions/climate_in_crisis,Climate in Crisis: Environmental,,,
https://www.brooklynmuseum.org/exhibitions/coney_island_american_dreamland,Coney Island: Visions of an,,,
https://www.brooklynmuseum.org/exhibitions/connecting_cultures,Connecting Cultures: A World,,,
https://www.brooklynmuseum.org/exhibitions/coptic,Coptic Sculpture,,,
https://www.brooklynmuseum.org/exhibitions/crossing_brooklyn,Crossing Brooklyn: Art from,,,
https://www.brooklynmuseum.org/exhibitions/david_levine,David Levine: Some of the,,,
https://www.brooklynmuseum.org/exhibitions/david_wiley,Jacques-Louis David Meets,,,
https://www.brooklynmuseum.org/exhibitions/davidbowieis,David Bowie is,,,
https://www.brooklynmuseum.org/exhibitions/decorative_arts,Decorative Arts and Period,,,
https://www.brooklynmuseum.org/exhibitions/degas_bathers,Four Bathers by Degas and,,,
https://www.brooklynmuseum.org/exhibitions/design_1880_to_now,Design: 1880 to Now,,,
https://www.brooklynmuseum.org/exhibitions/dinner_party,Dinner Party by Judy Chicago,,,
https://www.brooklynmuseum.org/exhibitions/disguise_masks_global_african_art,Disguise: Masks and Global,,,
https://www.brooklynmuseum.org/exhibitions/diverse_works,Diverse Works: Director’s,,,
https://www.brooklynmuseum.org/exhibitions/divine_felines,Divine Felines: Cats of Ancient,,,
https://www.brooklynmuseum.org/exhibitions/djuna_barnes,Newspaper Fiction: The New,,,
https://www.brooklynmuseum.org/exhibitions/double_take_african_innovations,Double Take: African Innovations,,,
https://www.brooklynmuseum.org/exhibitions/duke_riley,"DEATH TO THE LIVING, Long",,,
https://www.brooklynmuseum.org/exhibitions/egypt_reborn,Egypt Reborn: Art for Eternity,,,
https://www.brooklynmuseum.org/exhibitions/egypt_through_other_eyes,Egypt Through Other Eyes,,,
https://www.brooklynmuseum.org/exhibitions/el_anatsui,Gravity and Grace: Monumental,,,
https://www.brooklynmuseum.org/exhibitions/eric_mack,Eric N. Mack: Lemme walk across,,,
https://www.brooklynmuseum.org/exhibitions/european_art,European Art,,,
https://www.brooklynmuseum.org/exhibitions/european_paintings,European Paintings,,,
https://www.brooklynmuseum.org/exhibitions/eva_hesse,Eva Hesse Spectres 1960,,,
https://www.brooklynmuseum.org/exhibitions/extended_family,Extended Family: Contemporary,,,
https://www.brooklynmuseum.org/exhibitions/faile,FAILE: Savage/Sacred Young,,,
https://www.brooklynmuseum.org/exhibitions/fertile_goddess,The Fertile Goddess,,,
https://www.brooklynmuseum.org/exhibitions/fine_lines,Fine Lines: American Drawings,,,
https://www.brooklynmuseum.org/exhibitions/forever_coney_photographs,Forever Coney: Photographs,,,
https://www.brooklynmuseum.org/exhibitions/francis_guy,Picturing Place: Francis Guy’s,,,
https://www.brooklynmuseum.org/exhibitions/francisco_oller,Impressionism and the Caribbean,,,
https://www.brooklynmuseum.org/exhibitions/fred_tomaselli,Fred Tomaselli,,,
https://www.brooklynmuseum.org/exhibitions/frida_kahlo,Frida Kahlo: Appearances Can,,,
https://www.brooklynmuseum.org/exhibitions/garry_winogrand,Garry Winogrand: Color,,,
https://www.brooklynmuseum.org/exhibitions/georgia_okeeffe_living_modern,Georgia O’Keeffe: Living,,,
https://www.brooklynmuseum.org/exhibitions/ghada_amer,Ghada Amer: Love Has No End,,,
https://www.brooklynmuseum.org/exhibitions/gilbert_and_george,Gilbert & George,,,
https://www.brooklynmuseum.org/exhibitions/giovanni_della_robbia,Brooklyn Della Robbia,,,
https://www.brooklynmuseum.org/exhibitions/global_feminisms,Global Feminisms,,,
https://www.brooklynmuseum.org/exhibitions/global_feminisms_remix,Global Feminisms Remix,,,
https://www.brooklynmuseum.org/exhibitions/go,GO: a community-curated open,,,
https://www.brooklynmuseum.org/exhibitions/goodbye_coney_island,Goodbye Coney Island?,,,
https://www.brooklynmuseum.org/exhibitions/graffiti,Brooklyn Museum: Graffiti,,,
https://www.brooklynmuseum.org/exhibitions/graffiti_basics,Graffiti Basics,,,
https://www.brooklynmuseum.org/exhibitions/ground_zero,Looking Back from Ground Zero,,,
https://www.brooklynmuseum.org/exhibitions/guadalupe_maravilla,Guadalupe Maravilla: Tierra,,,
https://www.brooklynmuseum.org/exhibitions/half_the_picture,Half the Picture: A Feminist,,,
https://www.brooklynmuseum.org/exhibitions/heels,Heels: The Art of the High,,,
https://www.brooklynmuseum.org/exhibitions/hernan_bas,Hernan Bas: Works from the,,,
https://www.brooklynmuseum.org/exhibitions/hide_seek,HIDE/SEEK: Difference and,,,
https://www.brooklynmuseum.org/exhibitions/iggy_pop_life_class,Iggy Pop Life Class by Jeremy,,,
https://www.brooklynmuseum.org/exhibitions/infinite_blue,Infinite Blue,,,
https://www.brooklynmuseum.org/exhibitions/infinite_island,Infinite Island: Contemporary,,,
https://www.brooklynmuseum.org/exhibitions/james_tissot,James Tissot: “The Life,,,
https://www.brooklynmuseum.org/exhibitions/japonisme,Japonisme in American Graphic,,,
https://www.brooklynmuseum.org/exhibitions/jean_michel_othoniel,Jean-Michel Othoniel: My Way,,,
https://www.brooklynmuseum.org/exhibitions/jean_paul_gaultier,Fashion World of Jean Paul,,,
https://www.brooklynmuseum.org/exhibitions/jeffrey_gibson,Jeffrey Gibson: When Fire,,,
https://www.brooklynmuseum.org/exhibitions/jesper_just,Jesper Just: Romantic Delusions,,,
https://www.brooklynmuseum.org/exhibitions/jimmy_desana,Jimmy DeSana: Submission,,,
https://www.brooklynmuseum.org/exhibitions/john_edmonds,John Edmonds: A Sidelong Glance,,,
https://www.brooklynmuseum.org/exhibitions/johnson_artur,Liz Johnson Artur: Dusha,,,
https://www.brooklynmuseum.org/exhibitions/jr_chronicles,JR: Chronicles,,,
